"Name of Agency","Address","Phone","Fax","Email","Region","City","State","Contact Person","TYPE"
"M/S. RIYA TRAVEL & TOURS (INDIA) PVT. LTD.","""119, New Delhi House, 27, Barakhamba Road,,Connaught Place, (Branch Office)""","""011 - 4110 000, 011 - 4100 001""","011 - 4110 0024","info.del@riyagroup.travel","North","NEW DELHI","Delhi","MR. K. A. SURESH","Travel Agent"
"M/S RITCO TRAVELS (A DIVISION OF TRANS CORP INTERNATIONAL LTD.)","""SU-20, Bhikaji Cama Bhawan,Bhikaji Cama Place (Branch OFFICE""","""011-2617 2966, 011-2617 0705""","NA","delac@ritcotravels.in","North","NEW DELHI","Delhi","MR. DILIP KUMAR MORWAL","Travel Agent"
"M/S ARRIVALS AIR SERVICES (P) LTD.","""5, Commercial Complex, Kailash Hill,East of Kailash""","""011-2692 2521, 011-2684 2203""","011- 2692 2520","rajan_arrivals@yahoo.com","North","NEW DELHI","Delhi","MR.RAJAN SEHGAL","Travel Agent"
"M/S CONTINENTAL AIR TRAVELS","""37-H,,Connaught Circus""","""011-2332 2229, 011- 4151 3501""","011-2332 4620","travels@continentalgroup.com","North","NEW DELHI","Delhi","MR. PARVEEN SAXENA","Travel Agent"
"M/S. SVIS TOURS & TRAVEL","""1 - C, Iind Floor, Arjun Nagar, Safdarjung Enclave,Opp. Green Park Extn.""","""011 - 3250 5288, 011 - 3245 0418""","011 - 2619 1968","svistravel@yahoo.co.in","North","NEW DELHI","Delhi","MR. VISHESH KUMAR","Travel Agent"
"M/S BELAIR TRAVEL & CARGO (P) LTD.","""10-B Scindia House,Connaught Circus""","""011- 2331 3440, 011- 2331 2912""","011- 2332 8288","hdq@belairindia.com","North","NEW DELHI","Delhi","MR.PAWAN JAIN","Travel Agent"
"M/S MERRYGO TRAVELS PVT.LTD","""3, NDMC Market, Plaza Outer Circle, Connaught Place""","""011-2334 7364, 011-2334 8294""","011-2334 7365","merrygo@rediffmail.com","North","NEW DELHI","Delhi","MR.SHARAD KUMAR GUPTA","Travel Agent"
"M/S CAPITAL CITY TRAVELS & TOURS","""8647, Arakashan Road, Ram Nagar""","""011- 2355 1041, 011 - 2355 1042""","011-2362 0228","capitalcity@rediffmail.com","North","NEW DELHI","Delhi","MR. RAM KUMAR ARYA","Travel Agent"
"M/S AMAN TRAVELS (P) LTD.","""E-572,Greater Kailash Part-II""","""011 - 4650 4444, 011 - 4253 5555""","011 - 4650 4423","info@theamangroup.com","North","NEW DELHI","Delhi","MR.DEEPAK NARULA","Travel Agent"
"M/S TRAVELEASE (A UNIT OF JETABOUT HOLIDAYS)","""Managlam R-50,Vikas Marg""","""011- 4310 1100, 011 - 4310 1101""","011-2250 2959","info@thetravelease.com","North","NEW DELHI","Delhi","MR.RAM CHAND","Travel Agent"
"M/S NEPTUNE TRAVCO PVT.LTD","""2H Gopala Towers, 25, Rajendra Place,""","""011-4153 9900""","011-4153 8282","neptunenet@vsnl.com","North","NEW DELHI","Delhi","Lt.Cdr C.P SHARMA (Retd.)","Travel Agent"
"M/S BEACON TRAVELS PVT. LTD","""Four Square House,53,Community Centre ,New Friends Colony""","""011-2632 6376, 011-2632 6377""","011-2684 0775","beacon@mantraonline.com","North","NEW DELHI","Delhi","MR.S.K.JAIN","Travel Agent"
"M/S GRANDEUR TRAVELS & TOURS (P) LTD","""4, Scindia House""","""011-2331 6477, 011-2332 1482""","011-2335 2833","gtravel@ocl.in","North","NEW DELHI","Delhi","MR. J.ANAND","Travel Agent"
"M/S ROYALEE (INDIA) TOURS & TRAVELS PVT.LTD","""Malhan Falcon Plaza, T -16, 3rd Floor,,Plot No. - 4, Pocket - 7, Sector - 12, Dwarka""","""011- 4553 7992, 011- 4553 7993""","011- 4553 7991","visa@royaleeindiavisa.com","North","NEW DELHI","Delhi","MR.K.L SONI","Travel Agent"
"M/S TRAVEL PLANNERS LTD","""A-244, Mahipalpur Extension,N.H-8""","""011-4616 4100, 011-4319 0100""","011-4616 4200","serve@travelplannersindia.com","North","NEW DELHI","Delhi","MR.SHIKHAR JAIN","Travel Agent"
"M/S FLYWELL TRAVELS","""B 2/50, Safdarjung Enclave""","""011-2618 6266, 011-2618 6877""","011-2618 6294","flywell@flywell.com","North","NEW DELHI","Delhi","MR. RAVI MOHARIR","Travel Agent"
"M/S NARINDER TOURS & TRAVELS","""A-104, Dayanand Colony,, Lajpat Nagar-IV""","""011-2641 1484, 011-2641 7293""","011-2642 8307","offce@narindertravels.com","North","NEW DELHI","Delhi","MR. NARINDER SINGH ANAND","Travel Agent"
"M/S UNIQUE AIR SERVICES (P) LTD.","""203, Neelkanth Palace,,190-191 Sant Nagar, East of Kailash""","""011-2643 1210, 011-2643 1211""","011-4651 6281","manoj@uniqueairservices.com","North","NEW DELHI","Delhi","MR. MANOJ KUMAR","Travel Agent"
"M/S OASIS TOURS INDIA PVT. LTD.","""17-18, Dwarka Sadan,C-40, Middle Circle, Connaught Place""","""011-4369 3333, 011-4369 3334""","011-2341 1949","oasisgeo@vsnl.com","North","NEW DELHI","Delhi","MR. GEORGE KUTTY","Travel Agent"
"M/S CENTURY TRAVELS (P) LTD.","""G-39, 2nd Floor, Pawan House,,Connaught Place""","""011-4364 4444, 011- 2332 7000""","011-4364 4488","century_000@hotmail.com","North","NEW DELHI","Delhi","MR. HARISH CHANDER","Travel Agent"
"M/S. MEETASU TRAVELS P. LTD.","""2279 / 69, Chowk Gurudwara Road,Karol Bagh""","""011 - 2875 2986, 011 - 2875 0417""","011 - 2875 2319","meetasu@satyam.net.in","North","NEW DELHI","Delhi","MS. MANMEET KAUR CHADHA","Travel Agent"
"M/S. ALIYA AIR TRAVELS PVT. LTD.","""R - 1, 2nd Floor, Parsvnath Plaza,Sector - 27""","""0120 - 4017 400, 0120 - 4017 430""","0120 - 4017 401","info@aliyatravels.com","North","NOIDA","Uttar Pradesh","MR. Z.M.ZAIDI","Travel Agent"
"M/S HOLIYWOOD TRAVELS PVT. LTD.","""Ground Floor, Spice World Mall, I -2, Sector -25A,Noida, Distt. Gautam Budh Nagar,Nodia""","""0120 - 4257 070, 0120 - 4257 071""","0120 - 4257 074","info@niktravels.com","North","NOIDA","Uttar Pradesh","MR. K. K. KHANNA","Travel Agent"
"M/S BLUE MOON TRAVELS (P) LTD","""D - 40, Ground Floor, Sector- 6,Noida (NCR Delhi)""","""0120 - 4086 900""","0120 - 4086 999","delhi@bluemoontravels.com","North","NOIDA","Uttar Pradesh","MR.VIJENDER DADHICH","Travel Agent"
"M/S. KONIVA TOURS & TRAVELS PVT. LTD.","""P-3, 302 & 304, Krishna Apra Plaza, Sector - 18,""","""0120 - 4723 777, 0120 - 4334 777""","0120 - 2541 860","sales@konivatours.com","North","NOIDA","Uttar Pradesh","COL. A. C. SACHDEV","Travel Agent"
"M/S. ABN TRAVELS & VACATIONS PVT. LTD.","""G - 41 - 42 (1st Floor) Sector - 18,Noida""","""0120 - 2516 781, 0120 - 2516 782""","0120 - 2516 785","deepak@abntravels.net","North","NOIDA","Uttar Pradesh","MR. DEEPAK BATRA","Travel Agent"
"M/S. ANJALI TOURS & TRAVELS PVT. LTD.","""307, P -3, Krishna Apra Plaza, Sector - 18,Noida""","""0120 - 433 2220, 0120 - 433 2203""","0120 - 2512 205","anjalitours@vsnl.net","North","NOIDA","Uttar Pradesh","MR. SANJIV MALHOTRA","Travel Agent"
"M/S. ATLANTIC TOURISM PVT. LTD.","""S.C.O. 13, Sector 5, Mansa Devi Complex,,Chandigarh - Kalka Highway""","""0172 - 4323 232""","0172 - 4323 232","info@atlantictourism.in","North","PANCHKULA","Chandigarh","MR. RAMESH BANSAL","Travel Agent"
"M/S. MIKE VICTOR TRAVELS (TOUR OPERATORS)","""1st Floor, Shiv Niwas Building, Budshah Bridge,Budshah Chowk, Srinagar""","""0194 - 2459 988, 0194 - 2481 044""","0194 - 249 789","mike_victor2002@yahoo.com","North","SRINAGAR","Jammu & Kashmir","MR. HILAL A DAR","Travel Agent"
"M/S. COMFORT TRAVELS & TOURS","""104, ""Akruti"", 4 - New Fatehpura,,Opposite Saheliyon Ki Badi, Udaipur""","""0294 - 2411 661, 0294 - 2411 662""","0294 - 2422 131","comfortad1@sancharnet.in","North","UDAIPUR","Rajasthan","MR. SIDDHARTH CHATURI","Travel Agent"
"M/S. T.Z.ENTERPRISES (P) LTD.","""52, Patel Nagar, Mint House,Nadesar, Varanasi""","""0542-2507 630, 0542-2507 631""","0542 -2507 629","travelzonevaranasi@yahoo.com","North","VARANASI","Uttar Pradesh","MR. PRADEEP KUMAR CHAURASIA","Travel Agent"
"M/S. BUDDHA HOLIDAYS PVT. LTD.","""Commercial Off. No.3,1st Fl.Excel Tower,PWDcolony ,Rd., Behind UP Motors Petrol Pump, Varuna Bridge""","""0542 - 2504 196, 0542 - 2505 948""","0542 - 2504 196","buddhaholidays@sify.com","North","VARANASI","Uttar Pradesh","MR. RASHID KHAN","Travel Agent"
"M/S. ASSAM PUSHPAK TRAVEL AGENCY","""Makum Road, Tinsukia, Guwahati,""","""0374 - 2333 366, 0374 - 2330 776""","0374 - 2351 966","pushpak4@sancharnet.in","North East","GUWAHATI","Assam","MR. VISHAL AGARWAL","Travel Agent"
"M/S. PIONEER TRAVELS","""Opposite Shahid Minar, B.T. Road,""","""01385- 2451 248, 03185-2451 997""","01385 -2451 248","pioneertrvls@rediffmail.com","North East","IMPHAL","Manipur","MR. R.K.DUSARI GOPAL SINGH","Travel Agent"
"M/S. AIRY TOURS","""Hazari Building, Thangal Bazar, Imphal,""","""0385 - 2454 390, 0385 - 2244 087""","NA","airytours@rediffmail.com","North East","IMPHAL","Manipur","MRS. ABHILASHA PATNI","Travel Agent"
"M/S. ATHALYE TRAVEL LINES","""1st Floor,, Nishant Plaza, Opp. UBI, Ram Mandir,Road, Bijapur""","""08352 - 220 510""","NA","shrigirikand@hotmail.com","South","BIJAPUR","Karnataka","MR. SHRIRANG ATHALYE","Travel Agent"
"M/S. FLIGHT RAJA TRAVELS PVT. LTD.","""53, 2nd Floor, Alpine Murali Point, Bowring,Hospital Road""","""080 - 4043 3000""","080 - 4043 3045","NA","South","BANGALORE","Karnataka","MR. PURSHOTAM JAIN","Travel Agent"
"M/S. ORION INBOUND PVT. LTD.","""112, Shree Complex, 73, St. John's Road""","""080 - 2536 3099, 080 - 2536 3100""","080 - 4113 0970","info@oriontravels.com","South","BANGALORE","Karnataka","MR. JOHN JOSEPH","Travel Agent"
"M/S. ROUTES TRAVEL LTD.","""18/1, Wood Street, Bangalore,(Branch Office)""","""080 - 2551 8888""","080 - 2551 5720","atbblr@uniglobeatb.com","South","BANGALORE","Karnataka","MR. ANIL SAXENA","Travel Agent"
"M/S. YATRIK NETWORK PVT. LTD.","""No.9, B.D.A., Complex, 9th Main, 1st Floor,Rajmahal Vilas Extension""","""080 - 2361 2262, 080 - 2361 0476""","080 - 2361 1069","yatrik3@vsnl.com","South","BANGALORE","Karnataka","MS. MAMTA NICHANI","Travel Agent"
"M/S. MASON & SUMMERS LEISURE PVT. LTD.","""777P, 13th Main, HAL, II Stage, Indiranagar,Bangalore""","""080 - 4021 2345""","080 - 4021 2300","surya@mason-summers.in","South","BANGALORE","Karnataka","MRS MALAR R","Travel Agent"
"M/S. HIZ TRAVEL NETWORK PVT. LTD.","""#698, 1st Floor, 100 Feet Ring Road, 29th Main,BTM Layout, 2nd Stage, Bangalore""","""080 - 4049 6555""","080 - 4049 6500","info@travelnetworkonline.in","South","BANGALORE","Karnataka","MR. HANIEF MOHAMMED","Travel Agent"
"M/S. EXCELSIOR TRAVELS PVT. LTD.","""23/2, Hare Krishna Road, Bangalore""","""044 - 4113 8617, 044 - 4113 8817""","044 - 2225 7037","xisiortravels@hotmail.com","South","BANGALORE","Karnataka","MR. S. RAMANUJAN SETLUR","Travel Agent"
"M/S. BALMER LAWRIE & CO. LTD.","""01, Ground Floor, Batra Centre, 27 & 27/1,Ulsoor Road (Branch Office)""","""NA""","NA","NA","South","BANGALORE","Karnataka","MR. J. G. ARORA","Travel Agent"
"M/S THOMAS COOK (INDIA) LTD","""70, Vimal Chambers, 2nd Floor,Mahatama Gandhi Road""","""080 - 6717 8800, 080 - 6717 8801""","080 - 6717 8861","NA","South","BANGALORE","Karnataka","SHRI THANUJA SRINIVAS","Travel Agent"
"M/S ASCON TRAVEL PVT.LTD","""No.18, Lavelle Road, Richmond Town, (Branch Office)""","""22218780""",22218790.0,"ascontravel@hotmail.com","South","BANGALORE","Karnataka","MOHD. ZABEER","Travel Agent"
"M/S J.V TRAVELS PVT.LTD","""24/1 A , Margosa Road,10 th Cross , Malleswaram""","""080-2331 1796, 080-2331 1184""","080- 2331 1011","jvtravels@vsnl.net","South","BANGALORE","Karnataka","MS. VEENA PAI","Travel Agent"
"M/S COX & KINGS LTD.","""No. 22, BMH Complex,,K.H. Road""","""080-22071000, 080-22239192""","080-22238911","NA","South","BANGALORE","Karnataka","Mr. Peter Kerkar","Travel Agent"
"M/S MARCO POLO TRAVELS & TOURS PVT LTD","""Janardan Towers,2,Residency Road""","""080 - 4122 1222""","080 - 2223 6671","marcopolotravels@vsnl.com","South","BANGALORE","Karnataka","MRS.REKHA MALLYA","Travel Agent"
"M/S. JAGADISH AIR TRAVELS (P) LTD.","""11, Sankey Road,""","""080 - 4545 4545""","080 - 2344 0693","accounts@jagadishtours.com","South","BANGALORE","Karnataka","MR. P JAGADISH","Travel Agent"
"M/S REGENT TOURS & TRAVELS PVT.LTD","""132, T.T.K ROAD""","""044-2498 1165, 044-2466 2724""","044-2499 2657","regenttravls@rediffmail.com","South","CHENNAI","Tamilnadu","MR.ACHUTHA SHANKAR","Travel Agent"
"M/S TRAVEL EXCHANGE INDIA PVT.LTD","""29, C.P Ramaswamy Road,,Alwarpet""","""044-2498 5533, 044 - 4210 7835""","044-2498 7334","travex@vsnl.com","South","CHENNAI","Tamilnadu","MR MOHAN MENON","Travel Agent"
"M/S BALMER LAWRIE & CO.LTD","""628, Anna Salai, Teynampet,Teynameet (BRANCH OFFICE)""","""NA""","NA","NA","South","CHENNAI","Tamilnadu","MR.J.G.ARORA","Travel Agent"
"M/S DECCAN AIR SERVICES (P)LTD","""No. 2 - D, Calve Chateau, New No. 322 (Old No. 808,Poonamallee High Road, Kilpauk""","""044 - 2648 1519, 044 - 2648 1521""","044 - 2665 1734","deccanairchennai@eth.net","South","CHENNAI","Tamilnadu","MR.MANOKARAN JOSHUA","Travel Agent"
"M/S. AIR TRAVEL BUREAU LTD.","""102, T.T.K Road, George Square, Ground Floor,,Alwarpet (Branch Office)""","""044 - 24663499""","044 - 2466 3434","atbmaa@uniglobeatb.com","South","CHENNAI","Tamilnadu","MR. SUNIL NARAIN","Travel Agent"
"M/S GAY TRAVELS (P) LTD.","""Old No. 61, New No. 99/16, Nungambakkam,High Road, (Uthamar Gandhi Salai)""","""044-2827 9046, 044-2827 5826""","044-2827 9859","gaytravels@eth.net","South","CHENNAI","Tamilnadu","MR. V. ANBALAGAN","Travel Agent"
"M/S TRAVEL SERVICES","""18/3, 2nd Main Road,,Nehru Nagar, Adyar""","""044-2442 3607, 044-2442 1671""","044-2445 1001","travelservices@airtelbroadband","South","CHENNAI","Tamilnadu","MRS GAYATRI RAMANI","Travel Agent"
"M/S AROUND THE WORLD TRAVEL & TOURS PVT. LTD","""62/2, McNichols Road,,Chetpet""","""044-2532 1333, 044-2642 3024""","044-2642 0530","atwmaa@vsnl.com","South","CHENNAI","Tamilnadu","MR. SYLVESTER THOMAS","Travel Agent"
"M/S THOMAS COOK (INDIA) LTD.","""G - 4, Eldorado Building,,112, Nungambakkam High Road, (Branch Office)""","""044 - 2822 3504, 044 - 2822 3505""","044 - 2822 3501","NA","South","CHENNAI","Tamilnadu","MR. LATIF FERNANDEZ","Travel Agent"
"M/S S.S. ANNAMALAI TRAVEL AGENCY","""123 - A, L.B.Road,Thiruvanmiyur""","""044 - 2491 5272, 044 - 4230 0270""","NA","annamalai_travelagency@yahoo.com","South","CHENNAI","Tamilnadu","MR. A. SETHU ANNAMALAI","Travel Agent"
"M/S TAANYA TOURS TRAVELS & FREIGHT FORWARDERS PVT. LTD.","""16/3, Jagannathan Road, Nungambakkam""","""044-2827 7372, 044-2823 5356""","044-2827 5051","info@taanyatravels.com","South","CHENNAI","Tamilnadu","MS. GLADYS STEPHEN","Travel Agent"
"M/S BHARAT TRAVEL SERVICE PVT.LTD","""160 , Thambu Chetty Street,Third Floor""","""044-2534 0996, 044-2534 0106""","044-2534 0276","relations@bharattravels .com","South","CHENNAI","Tamilnadu","MR.K.SRIRAM","Travel Agent"
"M/S DIANA WORLD TRAVEL PVT. LTD.","""45,Montieth Road, Egmore""","""044 -4208 4020""","044 - 2855 3868","dianaworld@vsnl.com","South","CHENNAI","Tamilnadu","D. SUBRAHMANYAM","Travel Agent"
"M/S MADURA TRAVEL SERVICE (P)LTD","""Impala Complex ,11/3 Gandhi Irwin Road,Opp.Egmore Rly Station,Egmore""","""044-2819 2970, 044-2819 3858""","044-28191813","india@maduratravel.com","South","CHENNAI","Tamilnadu","MR.K.V.NARAYANAN","Travel Agent"
"M/S ASCON TRAVEL PVT.LTD","""No.42(Old No.155)""MKM Chambers"",Kodambakkam High Road (Head Office)""","""044 - 4299 3333""","044 - 4299 3434","ascontravel@hotmail.com","South","CHENNAI","Tamilnadu","MOHD. ZABEER","Travel Agent"
"M/S. AVOCET TOURS & TRAVEL PVT. LTD.","""No. 16/165, Alsa Regency, Eldams Road,,(Opp. to Indian Bank),""","""044 - 2436 2324, 044 - 2436 2325""","044 - 2436 2325","avocettravels@hotmail.com","South","CHENNAI","Tamilnadu","MS. DEVAKI THIYAGARAGAN","Travel Agent"
"M/S. EC TRAVEL HOUSE","""Munoth Centre, #343, Triplicane High Road""","""044 - 4345 8585, 044 - 4343 8586""","044 - 4231 0902","ectravelhouse@yahoo.co.in","South","CHENNAI","Tamilnadu","MR. R. ZAINUDEEN","Travel Agent"
"M/S. MAHARAJA TOURISM DEVELOPMENT PVT. LTD.","""No. 8, Sivaram Sastry St. 1st Floor, Park Town""","""044 - 2535 1303, 044 - 4237 1031""","044 - 4237 1036","maharajatour@rediffmail.com","South","CHENNAI","Tamilnadu","MR. BHARAT JAIN","Travel Agent"
"M/S. DHARANI TRAVELS (A DIVISION OF DHARANI FINANCE LIMITED)","""PGP House, No. 57, Sterling Road,,Nungambakkam, Chennai (Head Office)""","""044 - 2825 4176, 044 - 2825 4609""","044 - 2823 2074","dharani-travels@eth.net","South","CHENNAI","Tamilnadu","MR. K. KANDASAMY","Travel Agent"
"M/S. RIYA TRAVEL & TOURS (INDIA) PVT. LTD.","""Alsamall, 1st Floor, Montieth Road, Egmore,Chennai (Branch Office)""","""044 - 4392 2555""","044 - 4392 2500","info.maa@riyagroup.travel","South","CHENNAI","Tamilnadu","MR. SABU MATHEW","Travel Agent"
"M/S. MAGELLAN TRAVEL SERVICES (P) LTD.","""G - C, ""Asirwar"", #3, MC Nichols Road,Chetpet""","""044 - 2836 3747, 044 - 2836 2717""","044 - 2836 2737","magellan@md3.vsnl.net.in","South","CHENNAI","Tamilnadu","MR. T.K. GOPAKUMAR","Travel Agent"
"M/S. GLOBE FOREX & TRAVELS LTD.","""17/9, Mahaveer Colony, EVK Sampath Road,,Vepery, Chennai (Branch Office)""","""044 - 4298 8110, 044 - 4298 8111""","044 - 4298 8120","NA","South","CHENNAI","Tamilnadu","MR. BAGAVATHI RAVINDRAN","Travel Agent"
"M/S. DEEPA TRAVELS (MADRAS) PVT. LTD.","""3, Sardar Patel Road, Adayar Circle,""","""044 - 2490 2208, 044 - 2440 2776""","044 - 2445 1746","deepatravel@hotmail.com","South","CHENNAI","Tamilnadu","MR. S. CRISTE RAAJAN","Travel Agent"
"M/S. PARRY TRAVELS ( A DIVISION OF PARRY ENTERPRISES INDIA LIMITED)","""Dare House', New No. 2 (Old 234), N.S.C Road""","""044 - 6571 6771, 044 - 6571 6772""","044 - 2533 0804","NA","South","CHENNAI","Tamilnadu","MRS. FEROZ SHAH","Travel Agent"
"M/S. AIR TRAVEL BUREAU LTD.","""No. 8 - 2 - 596/3, Iind Floor, Road No. 10,,Banjara Hills, (Branch Office)""","""040 - 2335 7299""","040 - 2335 8299","atbhyd@uniglobeatb.com","South","HYDERABAD","Andhra Pradesh","MR. SUNIL NARAIN","Travel Agent"
"M/S. OASIS INTERNATIONAL SERVICES","""Kalpavruksha, 1st Floor, 3 - 6 - 475/3/A,Above HDFC Bank, Himayath Nagar,""","""040 - 4032 4032""","040 - 4032 4033","hyd@oasistoursindia.com","South","HYDERABAD","Andhra Pradesh","MR. ANTOCHAN THOMAS","Travel Agent"
"M/S. HANSA HOLIDAYS","""3 - 5 - 823, Hyderguda""","""040 - 4455 8000""","040 - 2323 2011","travel@hansaholidays.com","South","HYDERABAD","Andhra Pradesh","MS. VANI SUBHAS","Travel Agent"
"M/S BALMER LAWRIE & CO.LTD","""302 Regency House,680 Somajiguda (Branch Office)""","""NA""","NA","NA","South","HYDERABAD","Andhra Pradesh","MR.J.G.ARORA","Travel Agent"
"M/S ASCON TRAVEL PVT.LTD","""G-1 Sreenivasa Towers (Branch Office),6-3-1187 , Begumpet""","""2340 4743, 2340 4746""","2340 4881","ascontravel@hotmail.com","South","HYDERABAD","Andhra Pradesh","MOHD. ZABEER","Travel Agent"
"M/S THOMAS COOK (I) LTD","""Nasir Arcade,,6-1-57, Saifabad""","""NA""","NA","NA","South","HYDERABAD","Andhra Pradesh","MR. PRABHAT MEHRA","Travel Agent"
"M/S. LAVANYA TRAVEL SERVICE","""39/4020, First Floor, Peringat Building,,Sree Kandath Road, Ravipuram""","""0484- 3077 500, 2368 214""","0484-2383 690","cochinlavanya@gmail.com","South","KOCHI","kerala","MR. ASHARAF N","Travel Agent"
"M/S AIRTRAVEL ENTERPRISES INDIA LTD.","""Door No. 27/543 - B, Panampilly Avenue,Ernakulam""","""0484-2317 001, 0484 - 3911300""","0484-3077 469","emnajeeb@atetravel.com","South","KOCHI","kerala","MR. E.M.NAJEEB","Travel Agent"
"M/S. GMG ASSOCIATES (NEW TRAVELMART (K) TRADELINKS)","""CC - 394759, Safa Complex, M.G.Road,,Ravipuram, Cochin""","""0484 - 2350 188, 0484 - 4028 774""","0484 - 2360 723","newtravelmart@yahoo.com","South","KOCHI","kerala","MR. BINDU BIJIMON","Travel Agent"
"M/S. RIYA TRAVEL & TOURS (INDIA) PVT. LTD.","""Bab Chambers, 55/6718, ATLANTIS, M.G. Road,Cochin, (Branch Office)""","""0484 - 4085 000""","0484 - 2359 331","info.cok@riyagroup.travel","South","KOCHI","kerala","MR.KRIPA SIVASANKARAN","Travel Agent"
"M/S. UAE EXCHANGE TRAVEL SERVICES","""4th Floor, Habeeb Tower, Opp. Maharajas College ,Ground, MG Road, Kochi""","""0484 - 2371 777, 0484 - 3048 408""","0484 - 2362 029","biscomm@uaeexchange.co.in","South","KOCHI","kerala","MR. B.R.SHETTY","Travel Agent"
"M/S ASCON TRAVEL PVT.LTD","""No. 182, Vakkil New Street,,(Branch Office)""","""0452 - 4375 841, 0452 - 4375 842""","0452 - 4375 550","ascontravel@hotmail.com","South","MADURAI","Tamilnadu","MOHD. ZABEER","Travel Agent"
"M/S SOUVENIR TRAVELS","""155, Mission Street""","""0413 - 2333 332, 0413 - 2338 192""","0413- 2335 995","souvenir @satyam.net.in","South","PONDICHERRY","Puducherry","MR.SURESH SOMANI","Travel Agent"
"M/S AIRTRAVEL ENTERPRISES INDIA LTD.","""New Corporation Building,,Palayam""","""0471-2320 643, 0471- 3011 300""","0471-2323 900","emnajeeb@atetravel.com","South","THIRUVANANTHAPURAM","kerala","MR. E . M. NAJEEB","Travel Agent"
"M/S KERALA TRAVELS INTERSERVE LTD.","""L.M.S. Building, Museum Junction,""","""0471-3018 623, 0471-3018 609""","0471-2723 415","ktcorpaccounts@gmail.com","South","THIRUVANANTHAPURAM","kerala","MR VIJAYAKUMAR S","Travel Agent"
"M/S. UNITED TOURS & TRAVELS (TRIVANDRUM) PRIVATE LIMITED","""Capital Heights, PMG - Plamood Road,Pattom""","""0471 - 2301 655, 0471 - 2301 658""","0471 - 2301 433","cargo@uttworld.com","South","THIRUVANANTHAPURAM","kerala","MR. P.M.JOSE","Travel Agent"
"M/S. VARDAH TOURS AND TRAVELS (INDIA) PVT. LTD.","""Door No. TC/21/377/1, Poothole P.O.,,Guruvayoor Road, West Fort, Thrissur""","""0487 - 2388 888, 0487 - 2388 188""","0487 - 2388 588","vardahtcr@gmail.com","South","THRISSUR","kerala","MR. R. A. RASHID","Travel Agent"
"M/S. SREE SAI TRAVELS & SERVICES","""T.B. Road, Sakthan Bus Stand (South),Shameela Complex, Thrissur""","""0487 - 2440 558, 0487 - 2440 237""","0487 - 2440 558","sreesai@assianetindia.com","South","THRISSUR","kerala","MR. BHAKTHAVALSALAM K.K","Travel Agent"
"M/S. TRAVEL HOME","""4-62-7/1, Annapoorna Apartments Complex,,Lawsonsbay Colony, Visakhapatnam""","""0891 - 2751 357, 0891 - 2520 977""","NA","travelhome.vskp@gmail.com","South","VISAKHAPATNAM","Andhra Pradesh","MR. K. MADHAVA REDDY","Travel Agent"
