"State","Sector","Project","Type","Date of Sanction","Approved Cost (Rs. in Lakh)","Release as on Date (Rs. in Lakh)","Utilisation as on Date (Rs. in Lakh)","Last Release Amount (Rs. in Lakh)","Last Release Date","Target Date of Completion","Actual Date of Completion"
"Sikkim","Road & Bridges","construction of pre- stressed Bridge over River Rangit on Legship Tashiding road in West Sikkim","NLCPR","30/09/2008","1392.45","931.68","478.23","501.28","17/10/2012","30/09/2010",""
"Sikkim","Road & Bridges","Extension of road from Chakhung Khanesherbong SPWD road to Majuwa village via Chota Samdung-3kms length alongwith 2nos. of RCC bridges in West District","NLCPR","18/12/2008","270.79","83.62","0.00","83.62","19/12/2008","15/06/2010",""
"Sikkim","Road & Bridges","Improvement & widening of Tintek Dikchu Road - 12 km in East Sikkim","NLCPR","02/03/2009","1023.73","905.60","905.60","220.65","26/06/2012","31/08/2010",""
"Sikkim","Road & Bridges","Construction of 40 M Span Steel Bridge over Lwang Khola along Namchi Phongla Road Km 8th, South Sikkim","NLCPR","09/11/2010","326.56","235.12","117.55","117.56","16/11/2012","31/10/2011",""
"Sikkim","Road & Bridges","Carpeting / Surface Improvement of Soreng-Budang Road via Malbassey (10Km) in South Sikkim","NLCPR","30/07/2004","339.00","317.12","317.12","91.85","23/05/2006","31/05/2008","31/03/2008"
"Sikkim","Road & Bridges","Construction of 28 new roads (28 No.)","NLCPR","09/03/2000","456.00","456.00","456.00","456.00","23/03/2000","31/12/2003","29/05/2005"
"Sikkim","Road & Bridges","Namachi Assangthang Road under South Sikkim circle (5 km)","NLCPR","28/03/2008","600.00","540.00","540.00","135.48","17/02/2012","28/02/2010",""
"Sikkim","Road & Bridges","Construction of link road from Passingdong P.H.E. to Linghtem Gumpha (Monastery) and Lingthem School-8km, upper Dzongo, North Sikkim","NLCPR","26/03/2009","765.55","516.15","516.15","275.00","13/12/2010","28/02/2011",""
"Sikkim","Road & Bridges","Replacement of 2 nos. of existing suspension bridges on Pelling-Yuksom Road in Sikkim","NLCPR","30/07/2004","328.00","298.88","298.88","183.88","21/06/2006","31/03/2006",""
"Sikkim","Road & Bridges","Construction of Goshkan Dara Bridge over Teesta at Singtam","NLCPR","15/02/2006","1338.00","1168.75","1168.75","329.05","08/03/2011","15/02/2008",""
"Sikkim","Road & Bridges","Upgradation of Ranka Burtuk-Gangtok Road (8 kms) in East Sikkim","NLCPR","07/05/2004","420.00","387.20","387.20","187.20","12/05/2006","30/09/2005",""
"Sikkim","Road & Bridges","Pakyong- Machong - Rolep Road in East","NLCPR","04/11/2008","3338.58","2901.69","2865.19","1273.09","29/06/2012","31/10/2010",""
"Sikkim","Road & Bridges","Construction / improvement of 18.3 km road Sribadam-Deythang-Mangalbarey in West Sikkim","NLCPR","02/03/2009","1680.26","520.35","354.61","520.35","26/03/2009","28/02/2011",""
"Sikkim","Road & Bridges","Construction of Rural suspension Foot Bridges (35 No.)","NLCPR","28/02/2002","890.00","883.90","883.90","54.90","21/06/2006","31/03/2005","02/05/2006"
"Sikkim","Road & Bridges","Construction of 70 m Span Bridge over Dev Khola along GLVC road Km 8th, South Sikkim","NLCPR","09/11/2010","506.34","364.56","182.27","182.28","20/11/2012","31/10/2011",""
"Sikkim","Road & Bridges","Surface improvement/widening,carpeting and bridge replacement on Gyalshing-Soreng Road (up to Dentam): (a) Pelling - Dentam Road (20 km) and (b) Replacement of BB Lal Suspension Brdg over Kalez Khola","NLCPR","22/03/2004","1251.00","1099.05","1099.05","269.05","28/02/2008","31/12/2005",""
"Sikkim","Road & Bridges","Double laning of Sichey-Ranka Road (11 Km). East Sikkim","NLCPR","09/11/2010","2563.33","922.80","710.17","922.80","10/11/2010","30/06/2012",""
"Sikkim","Road & Bridges","Carpeting / Surface Improvement, Protective works and Drainage on Namchi-Rabongla Road (26 Kms) in South Sikkim","NLCPR","30/07/2004","1207.00","1088.08","1088.08","396.08","05/12/2006","31/12/2005","30/04/2011"
"Sikkim","Road & Bridges","Strengthening of roads and bridges (8 No.)","NLCPR","05/02/2002","1369.00","1369.00","1369.00","243.00","17/03/2004","31/03/2007","22/01/2007"
"Sikkim","Road & Bridges","Slope stabilisation of Labing landslide (160 m) and Chongrang landslide (800 m) on Yuksom-Legship road in West Sikkim","NLCPR","30/07/2004","128.00","115.23","115.23","70.23","21/06/2006","30/04/2008","30/04/2008"
"Sikkim","Sports","Paljor Stadium's Upgradation","NLCPR","16/03/2001","1536.00","1536.00","1536.00","440.00","10/12/2003","31/03/2003","09/06/2005"
"Sikkim","Water Supply","Water Supply Scheme for ""Meli Bazar"" South Sikkim","NLCPR","08/07/2011","872.43","628.00","314.00","314.00","28/12/2012","30/06/2013",""
"Sikkim","Water Supply","augmentation of Water Supply for Sang Naya Bazar in East Sikkim","NLCPR","28/09/2007","200.74","177.12","177.12","44.28","23/03/2011","30/09/2008","05/11/2011"
"Sikkim","Water Supply","Augmentation of Rongli Water Supply Scheme","NLCPR","21/03/2003","168.71","168.00","168.00","41.90","08/03/2004","30/09/2004","31/03/2006"
"Sikkim","Water Supply","Multi-stage pumping for Drinking water from River Rangeet to Namchi","NLCPR","21/03/2003","1248.00","1173.78","1173.78","312.00","30/10/2006","31/03/2005","31/03/2007"
"Sikkim","Water Supply","Rhenock Water Supply Scheme in East Sikkim","NLCPR","07/03/2008","1627.31","1435.86","1435.86","361.65","26/04/2011","28/02/2010",""
"Sikkim","Water Supply","Water Supply Scheme for newly developed township Pangthang/Bojoghari","NLCPR","07/05/2004","586.00","529.61","529.61","125.01","05/06/2006","30/12/2006","13/10/2009"
"Sikkim","Water Supply","Augmentation of Namchi Water Supply Scheme, South Sikkim","NLCPR","28/12/2012","3821.99","1375.92","0.00","1375.92","28/12/2012","30/11/2016",""
"Sikkim","Water Supply","Water Supply Scheme from Chakmakey and Ringyang under Soreng Sub-Division","NLCPR","22/05/2006","875.15","766.90","766.90","290.65","18/03/2008","30/11/2007",""
"Sikkim","Water Supply","Construction of Rain Water Harvesting structure at Rabdentse in West Sikkim","NLCPR","04/07/2007","462.10","290.00","290.00","145.00","16/12/2008","03/07/2008",""
"Sikkim","Water Supply","Extension of Gangtok Sewerage Project (Phase-I), Sikkim","NLCPR","21/03/2003","296.49","296.49","296.49","53.12","08/03/2004","31/03/2005","31/03/2005"
"Sikkim","Water Supply","Augmentation of Gyalshing Water Supply Scheme","NLCPR","22/03/2004","752.28","708.45","708.45","78.05","12/05/2006","31/12/2005","19/07/2010"
"Sikkim","Water Supply","Construction of water supply scheme in Pakyong , East Sikkim","NLCPR","23/12/2010","983.42","708.06","354.03","354.03","28/12/2012","31/01/2014",""
"Sikkim","Water Supply","Rural water supply schemes","NLCPR","31/08/2001","1350.00","1350.00","1350.00","350.00","18/01/2000","01/01/1970","31/08/2001"
"Sikkim","Water Supply","Augmentation of Namchi Water Supply Scheme, South Sikkim","NLCPR","28/12/2012","3821.99","0.00","0.00","0.00","16/01/2013","30/11/2016",""
"Sikkim","Water Supply","Water Distribution Network for Singtam Town in East Sikkim","NLCPR","18/07/2011","2104.95","1515.56","757.78","757.78","28/12/2012","31/07/2013",""
"Sikkim","Water Supply","Extension of Gangtok Sewerage Project (Phase-II), Sikkim","NLCPR","21/03/2003","700.00","699.52","700.00","323.58","23/07/2004","31/03/2005","31/03/2005"
"Sikkim","Water Supply","Augmentation Water Supply Scheme for Greater Gangtok Phase-II in Sikkim","NLCPR","30/07/2004","2434.39","2264.06","2264.06","87.44","30/01/2008","31/03/2006","13/10/2009"
"Sikkim","Water Supply","Augmentation of rural water supply scheme at Central Pandem,Sikkim","NLCPR","03/06/2009","2049.75","633.00","370.04","633.00","04/06/2009","30/05/2012",""
"Sikkim","Water Supply","AuGmentation of Water Supply for greater Rangpo in East Sikkim","NLCPR","13/12/2006","1994.34","1617.87","1617.87","132.47","23/03/2011","12/12/2008",""
"Sikkim","Water Supply","Augumentation of Water Supply of newly created Jorthang Nagar Panchyat in South Sikkim (Modified version of DPR of Providing Water Supply with Treatment Plant to New Reigonal Administrative Centre at Karfectar, South Sikkim)","NLCPR","07/03/2011","952.65","685.90","342.95","342.95","28/12/2012","28/02/2013",""
"Sikkim","Miscellaneous","Modernization of electrical network in and around Melli Bazaar, South Sikkim","NLCPR","04/11/2011","885.96","318.94","0.00","318.94","20/12/2011","31/10/2013",""
"Sikkim","Miscellaneous","Ropeway from Deorali to tashiling","NLCPR","09/03/2000","1060.00","1060.00","1060.00","92.00","31/12/2003","30/06/2004","30/06/2004"
"Sikkim","Miscellaneous","Namchi to Samdruptse Ropeway, South Sikkim","NLCPR","12/10/2007","1604.25","1443.82","1082.85","360.97","09/09/2011","31/08/2009",""
"Sikkim","Miscellaneous","Dacheling Cremation Ground","NLCPR","21/03/2003","109.00","106.15","106.15","19.15","08/07/2005","31/12/2005","21/09/2006"
"Sikkim","Miscellaneous","Development and Upgradation of Rangpo Bazar","NLCPR","28/06/2012","645.66","232.43","0.00","232.43","29/06/2012","30/06/2013",""
"Sikkim","Miscellaneous","Development of village tourism at (a) chirbirey, (b) Zoom and (c) Majhigaon river Bank in Sikkim","NLCPR","04/07/2007","1708.00","1330.82","1330.82","274.78","31/03/2010","31/07/2009",""
"Sikkim","Tourism & Culture","Construction of Scholars' residence at Namgyal Institute of Tibetology, Deorali, Gangtok","NLCPR","21/11/2012","232.41","83.67","0.00","83.67","22/11/2012","31/10/2014",""
"Tripura","Flood Control & Irrigation","Minor Irrigation Schemes","NLCPR","05/02/2001","478.00","478.00","478.00","478.00","05/02/2001","28/02/2003","03/03/2004"
"Tripura","Flood Control & Irrigation","Shallow Tube Well Scheme","NLCPR","07/08/2001","755.00","0.00","0.00","0.00","16/01/2013","31/08/2003","25/03/2002"
"Tripura","Education","Upgradation of facilities in 15 Government Degree Colleges in Tripura","NLCPR","31/07/2009","4754.59","3209.34","2638.78","1711.65","13/06/2011","31/07/2011",""
"Tripura","Education","Upgrading of Infrastructure of 25 Upper Primary Schools","NLCPR","20/02/2001","369.00","334.00","334.00","149.00","10/07/2003","29/02/2004","17/07/2007"
"Tripura","Education","Constreuction of Veterinary College","NLCPR","02/01/2012","1630.87","1151.20","470.00","564.11","29/06/2012","02/01/2012",""
"Tripura","Education","Infrastructure Development of Tripura Engineering College.","NLCPR","11/12/2006","1224.33","1082.50","250.27","394.85","10/03/2011","30/11/2009",""
"Tripura","Education","Renovation and Upgradation of Kailashahar Government Girl’s H.S. School and Boarding House","NLCPR","19/04/2010","472.08","169.95","0.00","169.95","10/06/2010","30/04/2012",""
"Tripura","Education","Construction of Law College in tripura","NLCPR","17/03/2011","419.34","150.96","150.96","150.96","18/03/2011","28/02/2014",""
"Tripura","Education","Upgarding of infrastucture of R.K. Mission","NLCPR","09/07/2001","275.00","275.00","275.00","98.00","24/07/2003","31/08/2003","07/09/2005"
"Tripura","Education","Improvement of State B.Ed. College in Tripura","NLCPR","30/03/2009","825.59","260.06","260.06","260.06","31/03/2009","31/01/2012",""
"Tripura","Education","Construction of Building for College of Agriculture","NLCPR","10/09/2009","5604.76","4952.34","3771.57","916.92","15/03/2011","30/09/2011",""
"Tripura","Education","Bhavan's Science College, Tripura","NLCPR","30/06/2005","598.00","525.51","318.26","165.51","11/07/2008","30/06/2008",""
"Tripura","Education","Upgradation of Infrastructure of 150 High Schools","NLCPR","11/12/2006","2811.00","2276.90","2186.10","547.00","31/03/2010","30/11/2009",""
"Tripura","Education","Upgradation of Regional College of Physical Education,Panisagar","NLCPR","11/03/2011","1383.64","498.11","0.00","498.11","17/03/2011","28/02/2013",""
"Tripura","Education","Construction of 175 primary school building with provision of furniture .","NLCPR","20/02/2001","1444.00","1442.75","1442.10","336.74","03/12/2003","28/02/2005","16/10/2007"
"Tripura","Education","Sarva Shiksha Abhiyan (2006-07)","NLCPR","29/06/2006","1066.00","1066.00","1066.00","682.23","28/02/2007","29/06/2007","05/01/2008"
"Tripura","Education","Establishment of a New College of Teachers’ Education in North Tripura","NLCPR","30/03/2009","2110.22","664.72","0.00","664.72","31/03/2009","31/03/2011",""
"Tripura","Education","Development of Tripura University","NLCPR","07/01/2000","2052.00","2052.00","2052.00","672.00","03/12/2003","31/01/2003","10/01/2008"
"Tripura","Education","Upgradation of Infrastructure of 100 Nos. of Higher secondary Schools","NLCPR","15/12/2006","4541.00","3678.21","3853.90","941.31","31/03/2010","31/12/2009",""
"Tripura","Education","Construction of 100 seated Boys Hostel and Quarters for Faculty and Staff at Government Degree College, Dharmanagar, North Tripura","NLCPR","20/04/2010","385.45","138.76","138.76","138.76","10/06/2010","30/09/2011",""
"Tripura","Education","Sarva Shiksha Abhiyan","NLCPR","28/03/2006","1414.04","1414.04","1414.04","1414.04","28/03/2006","31/03/2007","05/01/2008"
"Tripura","Education","Costruction of Tripura Institute of Techonology(Phase-1)","NLCPR","02/12/2010","793.86","714.47","714.47","142.89","09/12/2011","31/10/2013",""
"Tripura","Health","State Level Para Medical Institute at Agartala in Tripura","NLCPR","17/03/2005","1407.00","1284.75","1267.00","380.75","22/02/2008","31/03/2008","10/03/2011"
"Tripura","Health","North District Hospital in Tripura","NLCPR","30/06/2005","940.00","846.00","746.00","176.00","26/12/2008","29/06/2008",""
"Tripura","Health","South District Hospital in Tripura","NLCPR","30/06/2005","940.00","846.00","746.00","176.00","26/12/2008","29/06/2008",""
"Tripura","Health","Government Medical College and Hospital at Agartala","NLCPR","10/10/2005","10451.36","9406.22","9406.22","1292.23","22/02/2008","30/11/2009","15/03/2011"
"Tripura","Health","Super Speciality Block, G.B.Pant Hospital, Agartala","NLCPR","22/02/2002","888.00","800.00","575.01","300.00","26/08/2003","31/08/2005","12/03/2011"
"Tripura","Health","Dhalai District Hospital","NLCPR","22/12/2005","347.00","259.38","90.00","150.00","04/03/2008","31/12/2008",""
"Tripura","Health","Development of Gobind Ballabh Pant Hospital","NLCPR","18/10/2005","1288.28","482.24","400.81","122.24","29/12/2006","30/05/2008",""
"Tripura","Health","Improvement of Teliamura Sub-Divisional Hospital in Tripura","NLCPR","19/11/2008","732.23","230.65","230.65","230.65","20/11/2008","31/05/2010",""
"Tripura","Power","1x21 MW Gas Thermal project(Extension )at Rokhia(Phase-2)","NLCPR","07/01/2000","8517.00","8517.00","8517.00","4517.00","18/12/2001","27/05/2004","27/05/2004"
"Tripura","Power","Transmission Project (Phase-1):132 KV D/C line from Surajamaninagar to Bhujungnagar (20 Km) & associated Fdr. Bay at Budhjungnagar, West Tripura","NLCPR","23/12/2010","738.53","265.87","258.55","265.87","24/12/2010","31/01/2013",""
"Tripura","Power","Augmentation of P.K.Bari s/station with 32 KV Bay for Termination of 400 KV in Tripura","NLCPR","13/07/2012","400.59","144.21","0.00","144.21","13/07/2012","31/05/2013",""
"Tripura","Power","Electrification of Tribal Village (No.10)","NLCPR","26/09/2001","144.00","72.00","72.00","72.00","26/09/2001","30/09/2004","09/10/2007"
"Tripura","Power","Transmission Schemes (13 Nos.)","NLCPR","31/03/1999","4000.00","4000.00","4000.00","1000.00","18/12/2001","31/03/2004","27/05/2004"
"Tripura","Power","Transmission Project (Phase-1): 132KV D/C line from Surajamaninagar to 79 TillaGrid S/Stn.(11.14Km)inciuding Fdr Bay & site develpoment,West Tripura","NLCPR","23/12/2010","950.81","342.28","261.43","342.28","24/12/2010","31/01/2013",""
"Tripura","Power","Trnasmission Project (Phase-I):400 KV S/Stn at Surajamaninagar(to be charged at 132KV) & Infrastructure development,West Tripura District""under NLCPR.","NLCPR","23/12/2010","7995.79","2878.48","279.00","2878.48","24/12/2010","31/01/2015",""
"Tripura","Power","Transmission Scheme including Bodhjangnagar Industrial Estate","NLCPR","26/09/2007","937.40","835.59","695.28","140.31","10/03/2011","31/03/2009",""
"Tripura","Power","132 KV D/C line from suryamaninagar to Rokhia (30 Km and site development and Fdr. Bay at Rokhia)","NLCPR","02/01/2012","1261.00","453.96","0.00","453.96","02/01/2012","02/01/2012",""
"Tripura","Power","Renovation & restrengthening of 132kv single circuit line from Agartala to Dharmanagar","NLCPR","18/12/2001","1000.00","1000.00","1000.00","1000.00","18/12/2001","31/12/2004",""
"Tripura","Power","Sub-Transmission and Distribution works (5 Nos.)","NLCPR","16/10/2000","4555.00","3912.40","2571.42","347.40","31/10/2005","31/10/2003","07/08/2009"
"Tripura","Power","1x21 MW Gas Thermal projectat Rokhia(Unit VIII)","NLCPR","21/05/2004","8094.00","7806.38","7806.38","180.00","29/12/2006","31/12/2008","16/11/2007"
"Tripura","Road & Bridges","Construction of RCC Bridge over Kakricherra on Thalibari – Microsa","NLCPR","29/09/2009","209.77","151.04","75.52","75.52","29/09/2011","31/08/2011",""
"Tripura","Road & Bridges","Construction of RCC Bridge at Ch 9.00 Km near Tulamura Market over Tulamuracherra on Gargi – Tulamura road (ODR)","NLCPR","14/12/2009","328.33","289.71","236.38","53.33","21/08/2012","31/12/2011",""
"Tripura","Road & Bridges","Construction of RCC Bridge over Baradupatacherra at Ch.2.80 Km. on Kanchanpur – Jalabassa road (ODR)","NLCPR","19/04/2010","387.62","139.54","0.00","139.54","10/06/2010","31/03/2013",""
